praatword,parsedword,lstm256Surprisal,k_10distance,k_10surprisal,k_10entropy,k_10Hdelta,k_20distance,k_20surprisal,k_20entropy,k_20Hdelta,k_40distance,k_40surprisal,k_40entropy,k_40Hdelta,k_60distance,k_60surprisal,k_60entropy,k_60Hdelta,k_80distance,k_80surprisal,k_80entropy,k_80Hdelta,k_100distance,k_100surprisal,k_100entropy,k_100Hdelta
out,out,5.28304958344,19,4.080234,1.838863,0.094288,19,4.063425,2.105382,0.131831,19,4.066005,2.729447,0.118392,19,4.062678,2.928951,0.127313,20,4.056216,3.066539,0.13112,20,4.051591,3.13106,0.139772
among,among,7.00208330154,20,6.009651,1.818141,-0.020722,20,5.990441,2.108556,0.003174,20,5.99552,2.687738,-0.041709,20,5.997356,2.888178,-0.040773,20,5.990403,3.063994,-0.002545,20,5.981738,3.179231,0.048171
the,the,0.970216274261,8,1.555453,2.427555,0.609414,8,1.507598,2.704583,0.596027,8,1.510821,3.291256,0.603518,8,1.507535,3.496215,0.608037,8,1.509563,3.664737,0.600743,9,1.510559,3.782459,0.603228
people,people,9.12089633942,21,7.781192,2.029847,-0.397708,21,7.76083,2.470255,-0.234328,21,7.762639,3.023032,-0.268224,21,7.763978,3.227922,-0.268293,21,7.759365,3.407949,-0.256788,21,7.76151,3.506494,-0.275965
that,that,4.83364486694,16,4.176948,3.075448,1.0456,16,4.134293,3.535634,1.06538,15,4.100376,4.063622,1.04059,15,4.065458,4.276866,1.04894,16,4.063457,4.445669,1.03772,16,4.048551,4.566106,1.05961
walk,walk,12.8667755127,10,9.409844,1.962466,-1.11298,10,9.759965,2.087971,-1.44766,10,9.699605,2.728721,-1.3349,19,9.73481,2.876968,-1.3999,19,9.724302,3.041934,-1.40373,19,9.732039,3.136437,-1.42967
with,with,4.34223175049,21,4.743028,1.832893,-0.129573,24,4.765261,2.122048,0.034077,24,4.772036,2.736079,0.007358,24,4.76758,2.888692,0.011724,24,4.770244,3.066481,0.024547,24,4.769226,3.157622,0.021185
their,their,4.51077079773,22,4.106908,2.205284,0.372391,25,4.064047,2.498502,0.376454,25,4.057912,3.11975,0.383671,25,4.05047,3.272638,0.383946,25,4.053135,3.44751,0.381029,25,4.051807,3.541762,0.38414
heads,heads,5.08854818344,23,3.872986,1.474543,-0.730741,26,4.086367,1.627797,-0.870705,26,4.060079,2.304141,-0.815609,26,4.064841,2.455233,-0.817405,26,4.075846,2.623805,-0.823705,26,4.068108,2.737152,-0.80461
downward,UNK,3.33479261398,12,5.099991,3.120422,1.64588,10,4.941247,3.424043,1.79625,11,4.930665,4.185566,1.88142,11,4.872977,4.434429,1.9792,11,4.841204,4.63172,2.00791,11,4.822092,4.772877,2.03573
the,the,2.72040891647,7,2.626096,1.285838,-1.83458,8,2.611739,1.30333,-2.12071,8,2.606212,1.315159,-2.87041,8,2.604695,1.31996,-3.11447,8,2.603932,1.322245,-3.30947,8,2.603486,1.323535,-3.44934
antipathies,UNK,3.22261238098,5,3.73881,1.744109,0.458271,5,3.720721,1.879074,0.575744,5,3.708699,1.939807,0.624648,5,3.706322,1.959938,0.639978,5,3.704916,1.971981,0.649736,6,3.704285,1.978564,0.655029
i,i,6.04124403,10,6.297591,2.157237,0.413128,10,6.214154,2.624408,0.745334,10,6.137587,2.862059,0.922252,10,6.111093,2.964723,1.00479,10,6.093163,3.055041,1.08306,10,6.079509,3.105472,1.12691
think,think,3.62875986099,14,4.077562,1.841587,-0.31565,14,4.076484,2.226483,-0.397925,13,4.097207,2.497652,-0.364407,14,4.091644,2.661295,-0.303428,14,4.096665,2.738338,-0.316703,14,4.093468,2.827218,-0.278254
she,she,3.42946243286,11,4.356718,2.947746,1.10616,11,4.232,3.38439,1.15791,11,4.11933,3.730457,1.2328,12,4.076557,3.953654,1.29236,12,4.050296,4.070903,1.33257,11,4.034942,4.159278,1.33206
was,was,2.82337760925,16,1.929628,2.174398,-0.773348,16,1.98299,2.701533,-0.682857,16,1.981474,3.235441,-0.495016,16,1.982255,3.481501,-0.472153,16,1.983478,3.621106,-0.449797,16,1.981981,3.746974,-0.412304
rather,rather,4.57197570801,17,7.051094,1.131419,-1.04298,17,7.006614,1.607703,-1.09383,18,6.646958,2.567056,-0.668385,18,6.597489,2.871434,-0.610067,18,6.46159,3.247869,-0.373237,18,6.392384,3.485783,-0.261191
glad,glad,6.88750314713,18,5.018817,0.91262,-0.218799,18,5.203012,1.098338,-0.509365,18,5.06965,2.258739,-0.308317,18,5.080456,2.561475,-0.309959,18,5.090848,2.91116,-0.336709,18,5.129057,3.070793,-0.41499
there,there,4.41004085541,17,6.796333,2.320094,1.40747,17,6.691624,2.689407,1.59107,17,6.626315,3.658688,1.39995,17,6.643074,3.937973,1.3765,17,6.66433,4.270076,1.35892,17,6.641885,4.463867,1.39307
was,was,1.35947132111,18,1.860154,1.681134,-0.63896,18,1.890582,2.092953,-0.596454,18,1.910643,3.125428,-0.53326,19,1.905709,3.37707,-0.560903,18,1.901624,3.681922,-0.588154,18,1.887305,3.902264,-0.561603
no,no,2.90995669365,18,4.246001,2.376547,0.695413,18,4.235954,2.901431,0.808478,18,4.259315,3.868611,0.743183,18,4.247871,4.160153,0.783083,18,4.258257,4.462029,0.780107,18,4.254621,4.665817,0.763553
one,one,5.43208408356,20,4.908588,1.916553,-0.459994,20,4.89837,2.355378,-0.546053,20,4.943246,3.293107,-0.575504,20,4.927788,3.615206,-0.544947,20,4.930078,3.906786,-0.555243,20,4.928178,4.118014,-0.547803
listening,listening,9.56266498566,22,10.571363,1.006412,-0.910141,22,10.296925,1.655298,-0.70008,22,10.574969,2.385771,-0.907336,22,10.501783,2.764619,-0.850587,22,10.481163,3.041598,-0.865188,22,10.464058,3.262531,-0.855483
this,this,6.25708150864,23,6.813132,2.012984,1.00657,23,6.834062,2.656834,1.00154,23,6.909554,3.146128,0.760357,23,6.795129,3.646117,0.881498,23,6.797228,3.911223,0.869625,23,6.795503,4.177074,0.914543
time,time,4.88431835175,23,2.969342,1.622185,-0.390799,24,2.979819,2.224639,-0.432195,24,2.984723,2.755254,-0.390874,24,2.917581,3.178887,-0.46723,25,2.926286,3.465779,-0.445444,25,2.931922,3.699814,-0.47726
as,as,4.06868934631,14,4.545566,2.582501,0.960316,14,4.550663,3.166968,0.942329,14,4.486188,3.747716,0.992462,14,4.598968,4.202616,1.02373,14,4.59386,4.487815,1.02204,15,4.573996,4.743181,1.04337
it,it,2.29050588608,14,2.374003,1.4231,-1.1594,14,2.365017,2.089521,-1.07745,14,2.362827,2.732061,-1.01566,14,2.34117,3.130153,-1.07246,14,2.34415,3.397504,-1.09031,14,2.340286,3.644264,-1.09892
did,did,3.94841265678,25,4.335541,1.530932,0.107832,25,4.33009,2.220863,0.131342,26,4.334612,2.849808,0.117747,26,4.330501,3.227935,0.097782,26,4.325944,3.496766,0.099262,26,4.320074,3.747416,0.103152
n't,n't,2.02487945557,26,3.058447,1.495852,-0.03508,27,3.01009,2.270061,0.049198,27,2.992734,2.932191,0.082383,27,2.878101,3.203069,-0.024866,27,2.884374,3.488729,-0.008037,27,2.819625,3.722944,-0.024472
sound,sound,11.9089784622,26,12.20026,0.444724,-1.05113,27,12.247413,1.126417,-1.14364,27,12.281571,1.767104,-1.16509,27,12.311313,2.24374,-0.959329,27,12.315239,2.49648,-0.992249,27,12.406984,2.744014,-0.97893
at,at,3.72221565247,23,5.217368,1.729433,1.28471,22,5.207284,2.389021,1.2626,23,5.210726,2.979263,1.21216,23,5.219857,3.414641,1.1709,23,5.218602,3.661685,1.1652,23,5.219332,3.870665,1.12665
all,all,2.03648853302,24,1.805347,0.987698,-0.741735,24,1.821252,1.625594,-0.763427,23,1.850281,2.172571,-0.806692,23,1.859757,2.633492,-0.781149,23,1.847043,2.923551,-0.738134,23,1.860225,3.109458,-0.761207
the,the,2.19816541672,11,3.951257,2.13821,1.15051,11,3.949537,2.779138,1.15354,11,3.688386,3.482647,1.31008,11,3.759719,3.886453,1.25296,11,3.785895,4.135676,1.21213,11,3.791459,4.326546,1.21709
right,right,5.44516038895,28,5.964305,1.282412,-0.855798,28,5.9572,1.962194,-0.816944,29,6.208208,2.555982,-0.926665,29,6.08652,2.999672,-0.886781,29,6.06972,3.275798,-0.859878,29,6.061135,3.486202,-0.840344
word,word,6.9690527916,28,5.8087,1.572368,0.289956,29,5.804998,2.205765,0.243571,29,5.862836,2.718474,0.162492,29,5.820971,3.187077,0.187405,29,5.79494,3.495758,0.21996,29,5.805021,3.689274,0.203072
but,but,3.96703124046,27,6.050128,2.613505,1.04114,28,5.830983,3.288406,1.08264,23,4.774425,2.201535,-0.516939,24,5.065264,2.765689,-0.421388,25,5.181638,3.037151,-0.458607,25,5.236228,3.205514,-0.48376
i,i,2.65266132355,11,4.227295,1.884384,-0.729121,12,3.932888,2.530491,-0.757915,11,2.770631,1.370737,-0.830798,11,2.907151,1.540967,-1.22472,11,2.945177,1.658764,-1.37839,12,2.986292,1.709185,-1.49633
shall,shall,4.37760639191,29,4.792962,1.496797,-0.387587,30,4.61912,2.157454,-0.373037,30,4.463728,1.162727,-0.20801,30,4.471287,1.285266,-0.255701,30,4.475123,1.378701,-0.280063,30,4.478177,1.40831,-0.300875
have,have,2.45283508301,31,2.668767,1.457251,-0.039546,31,2.562083,2.073048,-0.084406,31,2.480079,1.111689,-0.051038,31,2.484049,1.219478,-0.065788,31,2.485652,1.30279,-0.075911,31,2.486425,1.328004,-0.080306
to,to,3.98259234428,16,2.531742,1.716605,0.259354,17,2.536898,2.330745,0.257697,17,2.513007,1.431303,0.319614,17,2.510102,1.541285,0.321807,17,2.509322,1.628693,0.325903,17,2.50799,1.657145,0.329141
ask,ask,4.44969844818,34,3.538928,1.529467,-0.187138,34,3.54239,2.13266,-0.198085,31,3.553339,1.257303,-0.174,31,3.553618,1.383721,-0.157564,31,3.554089,1.467788,-0.160905,34,3.554273,1.501983,-0.155162
them,them,2.76335859299,35,4.706077,1.789353,0.259886,35,4.723213,2.38076,0.2481,32,4.687953,1.624886,0.367583,32,4.687602,1.738327,0.354606,32,4.685919,1.839204,0.371416,35,4.68357,1.88236,0.380377
what,what,5.79728126526,22,5.667012,2.753744,0.964391,21,5.724791,3.385347,1.00459,21,5.550953,2.987044,1.36216,20,5.52726,3.200697,1.46237,20,5.513755,3.311378,1.47217,20,5.501482,3.379467,1.49711
the,the,5.54150772095,7,3.109899,2.274016,-0.479728,7,3.061087,2.833318,-0.552029,8,3.113279,2.288226,-0.698818,8,3.120934,2.48456,-0.716137,8,3.122865,2.625417,-0.685961,8,3.125238,2.719589,-0.659878
name,name,4.79066944122,10,5.423488,1.986472,-0.287544,10,5.415904,2.607325,-0.225993,18,5.393367,2.261109,-0.027117,18,5.396525,2.428971,-0.055589,18,5.399009,2.551194,-0.074223,18,5.398408,2.64334,-0.076249
of,of,3.00376749039,23,4.3027,0.064672,-1.9218,23,3.98534,1.098512,-1.50881,19,3.317421,1.852757,-0.408352,19,3.338484,1.915551,-0.51342,19,3.340297,2.007017,-0.544177,19,3.352044,2.034279,-0.609061
the,the,1.50886678696,6,1.556824,0.522793,0.458121,6,1.561449,1.563156,0.464644,6,1.563573,2.326508,0.473751,7,1.562467,2.384926,0.469375,7,1.562477,2.4749,0.467883,7,1.562488,2.499055,0.464776
country,UNK,2.10296773911,5,2.316629,0.571264,0.048471,5,2.318778,1.612793,0.049637,5,2.321163,2.357933,0.031425,5,2.320874,2.425133,0.040207,6,2.321388,2.514815,0.039915,6,2.321366,2.54094,0.041885
is,is,5.36751508713,25,2.631221,0.115366,-0.455898,20,2.682864,1.140163,-0.47263,21,2.763858,1.742793,-0.61514,21,2.76697,1.796488,-0.628645,25,2.774124,1.859111,-0.655704,25,2.775463,1.879514,-0.661426
you,you,2.54749655724,14,4.090483,1.972082,1.85672,14,4.084015,2.96502,1.82486,14,4.085199,3.592402,1.84961,14,4.036698,3.703879,1.90739,14,4.016073,3.792993,1.93388,14,3.997675,3.848984,1.96947
know,know,2.53133535385,25,3.463328,1.327453,-0.644629,20,3.505273,2.178525,-0.786495,21,3.238965,2.533691,-1.05871,21,3.216099,2.808923,-0.894956,25,3.224354,2.925555,-0.867438,25,3.217679,3.034483,-0.814501
please,please,6.16931438446,9,6.653954,2.177656,0.850203,9,6.575001,2.335944,0.157419,9,6.534368,2.493626,-0.040065,9,6.520135,2.588023,-0.2209,9,6.512362,2.621373,-0.304182,9,6.507189,2.649721,-0.384762
ma'am,UNK,4.11413621902,7,4.917444,3.104265,0.926609,7,4.776117,3.616581,1.28064,7,4.625483,3.886886,1.39326,7,4.555885,4.041494,1.45347,7,4.516984,4.134276,1.5129,7,4.492993,4.197012,1.54729
is,is,5.59637451172,12,5.609024,1.458528,-1.64574,13,5.749983,1.736038,-1.88054,13,5.518418,2.527731,-1.35915,14,5.420638,2.930572,-1.11092,14,5.43565,3.034412,-1.09986,14,5.425001,3.168011,-1.029
this,this,4.62097787857,14,5.208334,2.289402,0.830874,14,5.11027,2.704426,0.968388,14,5.130954,3.446155,0.918424,14,5.122745,3.783744,0.853172,14,5.104176,3.905058,0.870646,14,5.101457,4.041606,0.873595
new,new,10.7268342972,15,9.039101,1.625004,-0.664398,15,9.12032,1.90868,-0.795746,15,9.077592,2.698086,-0.748069,16,9.028806,3.191169,-0.592575,16,9.02959,3.349045,-0.556013,16,9.021738,3.500362,-0.541244
zealand,UNK,1.72516536713,10,2.362333,1.662584,0.03758,10,2.356462,1.961762,0.053082,10,2.353373,2.761934,0.063848,10,2.351647,3.258202,0.067033,10,2.349338,3.422283,0.073238,9,2.346103,3.578258,0.077896
or,or,3.98829579353,16,4.459086,1.56251,-0.100074,16,4.463845,1.860158,-0.101604,16,4.515071,2.630227,-0.131707,16,4.553096,3.077407,-0.180795,16,4.555726,3.270156,-0.152127,16,4.55644,3.429334,-0.148924
australia,UNK,2.15410113335,6,3.095548,2.000564,0.438054,6,3.029752,2.503423,0.643265,6,3.013405,3.29251,0.662283,6,3.002437,3.757786,0.680379,6,2.994374,3.931593,0.661437,6,2.989976,4.106993,0.677659
and,and,3.39400339127,9,3.818966,1.039487,-0.961077,9,3.80897,1.081003,-1.42242,9,3.80374,1.103244,-2.18927,9,3.801973,1.10883,-2.64896,9,3.801341,1.112252,-2.81934,9,3.80096,1.114465,-2.99253
she,she,1.76307344437,9,2.233435,0.797602,-0.241885,9,2.236188,0.833054,-0.247949,9,2.236821,0.863899,-0.239345,9,2.236982,0.873821,-0.235009,9,2.236892,0.878669,-0.233583,9,2.23684,0.881034,-0.233431
tried,tried,4.09170103073,11,5.084326,1.131914,0.334312,11,5.086137,1.165476,0.332422,11,5.087859,1.185768,0.321869,11,5.087948,1.20095,0.327129,11,5.088002,1.206556,0.327887,11,5.088186,1.208553,0.327519
to,to,2.08260583878,11,1.444321,1.48337,0.351456,11,1.435706,1.52933,0.363854,11,1.433122,1.555394,0.369626,11,1.432427,1.568682,0.367732,11,1.431757,1.576348,0.369792,11,1.431147,1.579392,0.370839
curtsey,UNK,2.35323095322,6,2.698171,1.318317,-0.165053,6,2.690821,1.399904,-0.129426,6,2.68464,1.444244,-0.11115,6,2.682435,1.461837,-0.106845,6,2.681754,1.473698,-0.10265,6,2.681324,1.482023,-0.097369
as,as,3.59575366974,14,5.875581,2.726687,1.40837,14,5.785808,2.991782,1.59188,14,5.694725,3.268262,1.82402,14,5.654003,3.381845,1.92001,14,5.629018,3.457452,1.98375,14,5.614436,3.520949,2.03893
she,she,1.09265995026,11,1.058664,1.797685,-0.929002,11,1.080955,2.087216,-0.904566,11,1.112002,2.360388,-0.907874,12,1.135654,2.453281,-0.928564,12,1.142491,2.551091,-0.906361,12,1.148528,2.6031,-0.917849
spoke,spoke,3.03215360641,16,2.580454,2.179597,0.381912,16,2.556101,2.454781,0.367565,16,2.558161,2.706858,0.34647,17,2.557201,2.786674,0.333393,17,2.557721,2.88084,0.329749,17,2.557884,2.928805,0.325705
fancy,fancy,18.1362190247,16,12.79477,1.555722,-0.623875,17,12.323256,2.189201,-0.26558,17,11.992973,2.7695,0.062642,17,11.830981,3.117298,0.330624,17,11.745545,3.349306,0.468466,17,11.677503,3.531825,0.60302
curtseying,UNK,5.51012086868,8,4.039976,3.044703,1.48898,8,4.013942,3.691227,1.50203,8,3.990141,4.325952,1.55645,8,3.932819,4.57556,1.45826,8,3.940138,4.832858,1.48355,8,3.905353,4.95969,1.42787
as,as,3.60390806198,11,4.871204,3.1002,0.055497,11,4.866255,3.721309,0.030082,11,4.856126,4.364098,0.038146,12,4.860183,4.731374,0.155814,12,4.859985,4.984044,0.151186,12,4.879812,5.165427,0.205737
you,you,4.60905694962,15,4.113487,2.064888,-1.03531,13,4.097026,2.735687,-0.985622,13,4.073811,3.408153,-0.955945,14,4.030634,3.687993,-1.04338,14,4.054209,3.876144,-1.1079,14,4.038176,3.984729,-1.1807
're,'re,4.24385070801,10,3.859205,1.947688,-0.1172,10,3.851329,2.607941,-0.127746,10,3.831981,3.278121,-0.130032,20,3.800184,3.517813,-0.17018,21,3.806143,3.693182,-0.182962,21,3.789423,3.790997,-0.193732
falling,UNK,3.47297215462,9,3.3584,3.042298,1.09461,8,3.343563,3.723445,1.1155,8,3.350525,4.396946,1.11882,9,3.341776,4.674646,1.15683,8,3.314572,4.866621,1.17344,9,3.298601,4.983628,1.19263
through,through,6.37077760696,23,6.846131,1.607713,-1.43459,24,6.856824,2.305549,-1.4179,24,6.866491,2.968985,-1.42796,24,6.913217,3.224318,-1.45033,24,6.902319,3.470027,-1.39659,24,6.94863,3.527812,-1.45582
the,the,1.32804298401,10,1.449261,2.28839,0.680677,10,1.453528,2.98262,0.677071,10,1.459985,3.64795,0.678965,11,1.482019,3.893585,0.669267,11,1.482546,4.1392,0.669173,11,1.491641,4.188899,0.661087
air,air,5.63238382339,26,4.615465,2.047394,-0.240996,26,4.624738,2.728793,-0.253827,26,4.636978,3.380444,-0.267506,26,4.671876,3.64443,-0.249155,26,4.672976,3.880216,-0.258984,26,4.694891,3.943414,-0.245485
do,do,4.49641609192,9,5.01206,1.637303,-0.410091,9,4.97022,1.748698,-0.980095,9,4.951317,1.807136,-1.57331,9,4.945184,1.825193,-1.81924,9,4.942913,1.836506,-2.04371,9,4.941666,1.842967,-2.10045
you,you,1.54456138611,8,2.4654,2.094254,0.456951,8,2.447013,2.278945,0.530247,8,2.438643,2.342985,0.535849,8,2.434522,2.384992,0.559799,9,2.43113,2.399809,0.563303,9,2.428122,2.414407,0.57144
think,think,4.37968349457,12,3.091274,1.240015,-0.854239,13,3.108414,1.428826,-0.850119,14,3.123683,1.501756,-0.841229,14,3.127332,1.544837,-0.840155,14,3.129532,1.570956,-0.828853,14,3.131745,1.587693,-0.826714
you,you,1.90724134445,9,2.859686,1.799769,0.559754,10,2.826263,2.036274,0.607448,10,2.800198,2.165709,0.663953,10,2.790319,2.223561,0.678724,9,2.783995,2.258167,0.687211,9,2.779629,2.284605,0.696912
could,could,3.83203840256,14,3.527197,1.297638,-0.502131,14,3.557186,1.48992,-0.546354,14,3.574368,1.608724,-0.556985,14,3.579923,1.6803,-0.543261,14,3.58452,1.714289,-0.543878,14,3.586641,1.746615,-0.53799
manage,manage,6.00675582886,16,5.631834,1.209953,-0.087685,17,5.630493,1.419764,-0.070156,17,5.635594,1.510996,-0.097728,17,5.636063,1.582339,-0.097961,17,5.636659,1.615326,-0.098963,17,5.636893,1.646291,-0.100324
it,it,3.1551322937,11,3.117293,1.713425,0.503472,13,3.08954,1.934812,0.515048,12,3.075681,2.056865,0.545869,12,3.072274,2.128156,0.545817,12,3.069276,2.164715,0.549389,12,3.067657,2.195346,0.549055
and,and,3.39400339127,9,3.818966,1.039487,-0.673938,9,3.80897,1.081003,-0.853809,9,3.80374,1.103244,-0.953621,9,3.801973,1.10883,-1.01933,9,3.801341,1.112252,-1.05246,9,3.80096,1.114465,-1.08088
what,what,4.97386837006,9,2.450102,0.775123,-0.264364,9,2.443316,0.821622,-0.259381,9,2.437564,0.864259,-0.238985,9,2.435578,0.879809,-0.229021,9,2.434018,0.889212,-0.22304,9,2.432949,0.895038,-0.219427
an,an,8.13788509369,10,8.160964,2.133724,1.3586,10,8.051268,2.454358,1.63274,10,7.958425,2.790849,1.92659,10,7.930373,2.906401,2.02659,10,7.909058,2.997394,2.10818,10,7.900277,3.038255,2.14322
ignorant,UNK,1.7382440567,6,2.286663,2.216177,0.082453,6,2.274053,2.598248,0.14389,7,2.253305,2.969143,0.178294,7,2.242517,3.120899,0.214498,7,2.238367,3.229443,0.232049,7,2.236374,3.284186,0.245931
little,little,4.69463920593,11,5.155258,1.974998,-0.241179,11,5.135883,2.515816,-0.082432,12,5.116438,2.943718,-0.025425,12,5.10258,3.131771,0.010872,12,5.093348,3.2782,0.048757,12,5.088121,3.356209,0.072023
girl,girl,6.8563876152,12,6.437304,1.732154,-0.242844,12,6.409632,2.24241,-0.273406,12,6.433828,2.650128,-0.29359,13,6.44526,2.820718,-0.311053,13,6.440389,2.977731,-0.300469,13,6.445322,3.040366,-0.315843
she,she,3.9465739727,11,2.38642,1.070528,-0.661626,11,2.436177,1.542253,-0.700157,11,2.469268,1.855032,-0.795096,11,2.475369,2.023242,-0.797476,11,2.494186,2.115431,-0.8623,11,2.50088,2.143999,-0.896367
'll,'ll,5.16519975662,10,5.96776,1.167722,0.097194,10,5.985433,1.580921,0.038668,10,5.962885,1.917444,0.062412,11,5.970886,2.042067,0.018825,12,5.970855,2.134518,0.019087,13,5.969919,2.170839,0.02684
think,think,3.67871642113,14,3.830041,0.938638,-0.229084,14,3.822799,1.371504,-0.209417,15,3.829289,1.701472,-0.215972,15,3.830853,1.842896,-0.199171,15,3.83091,1.938086,-0.196432,15,3.832299,1.973707,-0.197132
me,me,7.61347532272,15,6.045687,1.638943,0.700305,15,6.150648,1.723602,0.352098,16,6.12447,2.078846,0.377374,16,6.117478,2.212822,0.369926,16,6.067569,2.492884,0.554798,16,6.060436,2.547256,0.573549
for,for,4.78686857224,13,4.443152,1.614114,-0.024829,13,4.406727,1.815796,0.092194,13,4.415905,2.175195,0.096349,16,4.408725,2.354377,0.141555,16,4.415148,2.607071,0.114187,16,4.41223,2.669309,0.122053
asking,asking,7.34002256393,14,6.408276,1.352743,-0.261371,14,6.41938,1.530355,-0.285441,14,6.405646,1.924586,-0.250609,17,6.409957,2.080982,-0.273395,17,6.418446,2.299981,-0.30709,17,6.41778,2.368926,-0.300383
no,no,4.78595161438,9,4.770058,2.370015,1.01727,9,4.66403,2.513806,0.983451,9,4.622525,2.583586,0.659,9,4.605,2.618731,0.537749,9,4.596808,2.638461,0.33848,9,4.592263,2.647018,0.278092
it,it,6.07429742813,11,3.258756,1.522462,-0.847553,11,3.305294,1.71201,-0.801796,11,3.310294,1.884034,-0.699552,11,3.314783,1.937846,-0.680885,11,3.315996,1.986235,-0.652226,11,3.315224,2.017696,-0.629322
'll,'ll,4.35783195496,10,4.132448,1.222839,-0.299623,11,4.134596,1.44105,-0.27096,11,4.133855,1.635082,-0.248952,11,4.135038,1.709322,-0.228524,11,4.136679,1.745365,-0.24087,11,4.137215,1.777014,-0.240682
never,never,5.19785547256,11,4.192593,1.254913,0.032074,11,4.194527,1.472919,0.031869,13,4.195375,1.664158,0.029076,13,4.19515,1.734383,0.025061,13,4.19499,1.769493,0.024128,13,4.195064,1.80063,0.023616
do,do,5.46601295471,13,3.984954,1.233172,-0.021741,13,3.98541,1.45656,-0.016359,13,3.985828,1.64387,-0.020288,13,3.98612,1.719134,-0.015249,13,3.986057,1.756612,-0.012881,13,3.985906,1.789555,-0.011075
to,to,2.4191904068,12,2.239552,1.479654,0.246482,12,2.228651,1.732964,0.276404,14,2.223438,1.925661,0.281791,14,2.219319,2.00618,0.287046,14,2.217041,2.055723,0.299111,14,2.215544,2.094458,0.304903
ask,ask,3.95651459694,14,3.626453,1.213441,-0.266213,14,3.63389,1.45593,-0.277034,15,3.636713,1.661602,-0.264059,16,3.64055,1.737944,-0.268236,16,3.641457,1.786716,-0.269007,16,3.641935,1.828867,-0.265591
perhaps,perhaps,9.37678718567,15,8.127932,1.660062,0.446621,15,8.029549,2.087352,0.631422,16,7.978242,2.426724,0.765122,17,7.941989,2.631842,0.893898,17,7.915828,2.752936,0.96622,17,7.903731,2.823877,0.99501
i,i,2.73536968231,12,2.330513,1.393047,-0.267015,12,2.378741,1.818836,-0.268516,12,2.388951,2.172076,-0.254648,12,2.393173,2.389494,-0.242348,12,2.401296,2.515667,-0.237269,12,2.403336,2.598289,-0.225588
shall,shall,4.3557882309,17,4.537843,1.170953,-0.222094,17,4.535454,1.610914,-0.207922,17,4.534731,1.962524,-0.209552,18,4.536788,2.177874,-0.21162,18,4.536964,2.308163,-0.207504,18,4.537254,2.400401,-0.197888
